,root:Elder,root:Young
K106,0.43851048,0.5614895
K306,0.15061392,0.84938604
SRR3679963,0.71451956,0.2854805
SRR5602076,0.1791974,0.82080257
SRR5601994,0.63160235,0.36839768
SRR5601967,0.14535525,0.8546447
SRR5602060,0.7387047,0.26129523
SRR5602266,0.36109617,0.63890386
SRR3679946,0.1439434,0.8560566
SRR5602342,0.7384945,0.2615055
SRR5602338,0.20691209,0.7930879
SRR5602302,0.6830065,0.31699347
SRR5602255,0.54333353,0.45666653
SRR5602021,0.72937244,0.27062756
SRR3679987,0.14347236,0.8565276
SRR5602099,0.7352903,0.26470974
SRR5602347,0.7334826,0.26651743
SRR5602097,0.15341148,0.84658855
SRR5602011,0.681504,0.318496
SRR5602116,0.12129152,0.8787085
SRR5602207,0.7325055,0.2674945
SRR3679970,0.7387754,0.26122463
SRR5602328,0.7366263,0.26337364
SRR5602249,0.14364852,0.85635144
SRR5602131,0.6966618,0.30333826
SRR5602054,0.73554647,0.26445356
SRR5602250,0.73567396,0.26432604
SRR5601985,0.6732429,0.32675707
SRR5602141,0.3802403,0.6197597
SRR3680085,0.73518914,0.2648109
SRR5610014,0.73578155,0.26421842
SRR5602058,0.1563226,0.84367734
SRR3679930,0.7194332,0.2805668
C048,0.73726976,0.2627302
SRR5602245,0.3483613,0.6516387
SRR5602169,0.69620013,0.30379987
SRR5602212,0.7347363,0.26526365
C054,0.3563053,0.64369464
SRR5602320,0.15331441,0.8466856
SRR5602353,0.7352785,0.26472148
SRR5602175,0.6086396,0.39136037
SRR3679988,0.72380304,0.27619702
K316,0.6932935,0.3067065
SRR3679945,0.7199379,0.28006208
SRR3680049,0.14364852,0.85635144
SRR5602218,0.18096529,0.8190347
SRR5602176,0.7355998,0.26440018
SRR3679968,0.73827606,0.26172394
SRR5602214,0.73579156,0.2642084
SRR5602331,0.7368791,0.26312095
SRR5602174,0.72477764,0.27522236
SRR5602305,0.6511847,0.34881532
SRR5602020,0.7357908,0.26420918
SRR5602100,0.73171204,0.26828796
SRR5602253,0.17648245,0.8235175
